## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
2	'인터스텔라'가	' 인터스텔라 ' 가	SS+NNP+SS+JKS	5	NP_SBJ
3	600만	600 만	SN+NR	4	NP
4	고지를	고지 를	NNG+JKO	5	NP_OBJ
5	넘으며	넘 으며	VV+EC	12	VP
6	크리스토퍼	크리스토퍼	NNP	7	NP
7	놀란	놀란	NNP	8	NP
8	감독의	감독 의	NNG+JKG	11	NP_MOD
9	한국	한국	NNP	11	NP
10	최고	최고	NNG	11	NP
11	흥행작으로	흥행작 으로	NNG+JKB	12	NP_AJT
12	자리매김했다.	자리매김 하 였 다 .	NNG+XSA+EP+EF+SF	0	VP

## klue-dp-v1_train_00027_wikitree	이 편지는 1845년에 작성된 편지라고 하는데요.
1	이	이	MMD	2	DP
2	편지는	편지 는	NNG+JX	5	NP_SBJ
3	1845년에	1845 년 에	SN+NNB+JKB	4	NP_AJT
4	작성된	작성 되 ㄴ	NNG+XSV+ETM	5	VP_MOD
5	편지라고	편지 이 라고	NNG+VCP+EC	6	VNP_CMP
6	하는데요.	하 는데 요	VV+EF+JX	0	VP

## klue-dp-v1_train_00028_wikitree	이는 세월호가 제주 해상교통관제센터(VTS)에 보낸 첫 신고보다 3분 앞선 시각이다.
1	이는	이 는	NP+JX	10	NP_SBJ
2	세월호가	세월호 가	NNP+JKS	5	NP_SBJ
3	제주	제주	NNP	4	NP
4	해상교통관제센터(VTS)에	해상교통관제센터 ( VTS ) 에	NNP+SS+SL+SS+JKB	5	NP_AJT
5	보낸	보내 ㄴ	VV+ETM	7	VP_MOD
6	첫	첫	MMN	7	DP
7	신고보다	신고 보다	NNG+JKB	9	NP_AJT
8	3분	3 분	SN+NNB	9	NP_OBJ
9	앞선	앞 서 ㄴ	NNG+VV+ETM	10	VP_MOD
10	시각이다.	시각 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00029_wikitree	지난 1일(이하 한국시각) 영국 매체 더 선에 따르면 스테이시는 최근 불거진 긱스의 염문설에 인내심을 잃고 결혼 생활을 끝내기로 결정했다.
1	지난	지나 ㄴ	VV+ETM	2	VP_MOD
2	1일(이하	1 일 ( 이하	SN+NNB+SS+NNG	3	NP
3	한국시각)	한국 시각 )	NNP+NNG+SS	8	NP_AJT
4	영국	영국	NNP	5	NP
5	매체	매체	NNG	7	NP
6	더	더	NNP	7	NP
7	선에	선 에	NNP+JKB	8	NP_AJT
8	따르면	따르 면	VV+EC	15	VP
9	스테이시는	스테이시 는	NNP+JX	15	NP_SBJ
10	최근	최근	NNG	11	NP_AJT
11	불거진	불거지 ㄴ	VV+ETM	13	VP_MOD
12	긱스의	긱스 의	NNP+JKG	13	NP_MOD
13	염문설에	염문설 에	NNG+JKB	15	NP_AJT
14	인내심을	인내심 을	NNG+JKO	15	NP_OBJ
15	잃고	잃 고	VV+EC	19	VP
16	결혼	결혼	NNG	17	NP
17	생활을	생활 을	NNG+JKO	18	NP_OBJ
18	끝내기로	끝내 기 로	VV+ETN+JKB	19	VP_AJT
19	결정했다.	결정 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00030_wikitree	미 해군은 당초 지난 19일 메인주(州)에서 줌왈트호에 대한 진수식을 개최할 예정이었으나 연방정부 셧다운(부분 업무정지)으로 일정을 늦췄으며, 이에 따라 별도의 공식행사 없이 진수하기로 했다.
1	미	미	NNP	2	NP
2	해군은	해군 은	NNG+JX	11	NP_SBJ
3	당초	당초	NNG	11	NP_AJT
4	지난	지나 ㄴ	VV+ETM	5	VP_MOD
5	19일	19 일	SN+NNB	10	NP_AJT
6	메인주(州)에서	메인주 ( 州 ) 에서	NNP+SS+SH+SS+JKB	10	NP_AJT
7	줌왈트호에	줌왈트호 에	NNP+JKB	8	NP_AJT
8	대한	대하 ㄴ	VV+ETM	9	VP_MOD
9	진수식을	진수식 을	NNG+JKO	10	NP_OBJ
10	개최할	개최 하 ㄹ	NNG+XSV+ETM	11	VP_MOD
11	예정이었으나	예정 이 었 으나	NNG+VCP+EP+EC	16	VNP
12	연방정부	연방 정부	NNG+NNG	14	NP
13	셧다운(부분	셧다운 ( 부분	NNG+SS+NNG	14	NP
14	업무정지)으로	업무 정지 ) 으로	NNG+NNG+SS+JKB	16	NP_AJT
15	일정을	일정 을	NNG+JKO	16	NP_OBJ
16	늦췄으며,	늦추 었 으며 ,	VV+EP+EC+SP	18	VP
17	이에	이 에	NP+JKB	18	NP_AJT
18	따라	따르 아	VV+EC	22	VP
19	별도의	별도 의	NNG+JKG	20	NP_MOD
20	공식행사	공식 행사	NNG+NNG	21	NP_SBJ
21	없이	없이	MAG	22	AP
22	진수하기로	진수 하 기 로	NNG+XSA+ETN+JKB	23	VP_AJT
23	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00031_wikitree	소방당국과 경찰은 크레인을 동원해 오후 6시부터 버스 인양에 나서고 있지만, 물살이 거센데다 현장 여건이 만만치 않아 어려움을 겪고 있다.
1	소방당국과	소방 당국 과	NNG+NNG+JC	2	NP_CNJ
2	경찰은	경찰 은	NNG+JX	4	NP_SBJ
3	크레인을	크레인 을	NNG+JKO	4	NP_OBJ
4	동원해	동원 하 여	NNG+XSV+EC	9	VP
5	오후	오후	NNG	6	NP
6	6시부터	6 시 부터	SN+NNB+JX	9	NP_AJT
7	버스	버스	NNG	8	NP
8	인양에	인양 에	NNG+JKB	9	NP_AJT
9	나서고	나서 고	VV+EC	10	VP
10	있지만,	있 지만 ,	VX+EC+SP	12	VP
11	물살이	물 살 이	NNG+NNG+JKS	12	NP_SBJ
12	거센데다	거세 ㄴ데다	VA+EC	15	VP
13	현장	현장	NNG	14	NP
14	여건이	여건 이	NNG+JKS	15	NP_SBJ
15	만만치	만만하 지	VA+EC	16	VP
16	않아	않 아	VX+EC	18	VP
17	어려움을	어렵 음 을	VA+ETN+JKO	18	VP_OBJ
18	겪고	겪 고	VV+EC	19	VP
19	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00032_wikitree	기회, 정의, 따뜻한 공동체를 실현시킬 수 있는 정책 대안을 위해 노력해왔습니다.
1	기회,	기회 ,	NNG+SP	4	NP_CNJ
2	정의,	정의 ,	NNG+SP	4	NP_CNJ
3	따뜻한	따뜻하 ㄴ	VA+ETM	4	VP_MOD
4	공동체를	공동체 를	NNG+JKO	5	NP_OBJ
5	실현시킬	실현 시키 ㄹ	NNG+XSV+ETM	6	VP_MOD
6	수	수	NNB	7	NP_SBJ
7	있는	있 는	VV+ETM	9	VP_MOD
8	정책	정책	NNG	9	NP
9	대안을	대안 을	NNG+JKO	10	NP_OBJ
10	위해	위하 여	VV+EC	11	VP
11	노력해왔습니다.	노력 하 여 오 았 습니다 .	NNG+XSV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00033_wikitree	A씨는 시신을 방에 두고 있다가 지난 3일 오후 2시 30분께 서울 강동구의 한 우체국에서 전남 나주에 사는 어머니(60)에게 택배로 보낸 혐의도 받고 있다.
1	A씨는	A 씨 는	SL+NNB+JX	4	NP_SBJ
2	시신을	시신 을	NNG+JKO	4	NP_OBJ
3	방에	방 에	NNG+JKB	4	NP_AJT
4	두고	두 고	VV+EC	5	VP
5	있다가	있 다가	VX+EC	20	VP
6	지난	지나 ㄴ	VV+ETM	7	VP_MOD
7	3일	3 일	SN+NNB	8	NP
8	오후	오후	NNG	9	NP
9	2시	2 시	SN+NNB	10	NP
10	30분께	30 분 께	SN+NNB+JKB	20	NP_AJT
11	서울	서울	NNP	12	NP
12	강동구의	강동구 의	NNP+JKG	14	NP_MOD
13	한	한	MMN	14	DP
14	우체국에서	우체국 에서	NNG+JKB	20	NP_AJT
15	전남	전남	NNP	16	NP
16	나주에	나주 에	NNP+JKB	17	NP_AJT
17	사는	살 는	VV+ETM	18	VP_MOD
18	어머니(60)에게	어머니 ( 60 ) 에게	NNG+SS+SN+SS+JKB	20	NP_AJT
19	택배로	택배 로	NNG+JKB	20	NP_AJT
20	보낸	보내 ㄴ	VV+ETM	21	VP_MOD
21	혐의도	혐의 도	NNG+JX	22	NP_OBJ
22	받고	받 고	VV+EC	23	VP
23	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00034_wikitree	13일 법무부에 따르면 다음 주 초 열리는 가석방심사에 최태원 SK그룹 회장과 최재원 부회장, 구본상 전 LIG넥스원 부회장은 대상자 명단에 포함되지 않았다.
1	13일	13 일	SN+NNB	20	NP_AJT
2	법무부에	법무부 에	NNP+JKB	3	NP_AJT
3	따르면	따르 면	VV+EC	20	VP
4	다음	다음	NNG	5	NP
5	주	주	NNG	6	NP
6	초	초	NNB	7	NP_AJT
7	열리는	열리 는	VV+ETM	8	VP_MOD
8	가석방심사에	가 석방 심사 에	XPN+NNG+NNG+JKB	20	NP_AJT
9	최태원	최태원	NNP	11	NP
10	SK그룹	SK 그룹	SL+NNG	11	NP
11	회장과	회장 과	NNG+JC	17	NP_CNJ
12	최재원	최재원	NNP	13	NP
13	부회장,	부회장 ,	NNG+SP	17	NP_CNJ
14	구본상	구본상	NNP	17	NP
15	전	전	MMD	17	DP
16	LIG넥스원	LIG 넥스원	SL+NNP	17	NP
17	부회장은	부회장 은	NNG+JX	20	NP_SBJ
18	대상자	대상자	NNG	19	NP
19	명단에	명단 에	NNG+JKB	20	NP_AJT
20	포함되지	포함 되 지	NNG+XSV+EC	21	VP
21	않았다.	않 았 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00035_wikitree	이 양은 진심 어린 응원으로 남학생에게 힘을 북돋워 줬다는 게 제작진 측 설명이다.
1	이	이	NNP	2	NP
2	양은	양 은	NNB+JX	8	NP_SBJ
3	진심	진심	NNG	4	NP_SBJ
4	어린	어리 ㄴ	VA+ETM	5	VP_MOD
5	응원으로	응원 으로	NNG+JKB	8	NP_AJT
6	남학생에게	남학생 에게	NNG+JKB	8	NP_AJT
7	힘을	힘 을	NNG+JKO	8	NP_OBJ
8	북돋워	북돋우 어	VV+EC	9	VP
9	줬다는	주 었 다는	VX+EP+ETM	10	VP_MOD
10	게	것 이	NNB+JKS	13	NP_SBJ
11	제작진	제작진	NNG	12	NP
12	측	측	NNB	13	NP
13	설명이다.	설명 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00036_wikitree	일부 언론이 비판했던대로, 피해 여성 인턴이 미국 경찰에 신고한지 거의 25시간여가 지난 뒤에야 보고받은 셈입니다.
1	일부	일부	NNG	2	NP
2	언론이	언론 이	NNG+JKS	3	NP_SBJ
3	비판했던대로,	비판 하 였 던 대로 ,	NNG+XSV+EP+ETM+JX+SP	14	NP_AJT
4	피해	피해	NNG	6	NP
5	여성	여성	NNG	6	NP
6	인턴이	인턴 이	NNG+JKS	9	NP_SBJ
7	미국	미국	NNP	8	NP
8	경찰에	경찰 에	NNG+JKB	9	NP_AJT
9	신고한지	신고 하 ㄴ 지	NNG+XSV+ETM+NNB	12	VP
10	거의	거의	MAG	12	AP
11	25시간여가	25 시간 여 가	SN+NNB+XSN+JKS	12	NP_SBJ
12	지난	지나 ㄴ	VV+ETM	13	VP_MOD
13	뒤에야	뒤 에 야	NNG+JKB+JX	14	NP_AJT
14	보고받은	보고 받 은	NNG+VV+ETM	15	VP_MOD
15	셈입니다.	셈 이 ㅂ니다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00037_wikitree	개그우먼 정주리(30)씨가 1살 연하 일반인 남성과 결혼식을 올린다는 보도가 나왔다.
1	개그우먼	개그우먼	NNG	2	NP
2	정주리(30)씨가	정주리 ( 30 ) 씨 가	NNP+SS+SN+SS+NNB+JKS	8	NP_SBJ
3	1살	1 살	SN+NNB	4	NP
4	연하	연하	NNG	6	NP
5	일반인	일반인	NNG	6	NP
6	남성과	남성 과	NNG+JC	8	NP_AJT
7	결혼식을	결혼식 을	NNG+JKO	8	NP_OBJ
8	올린다는	올리 ㄴ다는	VV+ETM	9	VP_MOD
9	보도가	보도 가	NNG+JKS	10	NP_SBJ
10	나왔다.	나오 았 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00038_wikitree	다만 애플이 두 특허의 중복을 일부 인정했다는 점은 앞으로 소송에서 삼성에 유리하게 작용할 수도 있다.
1	다만	다만	MAG	13	AP
2	애플이	애플 이	NNP+JKS	7	NP_SBJ
3	두	두	MMN	4	DP
4	특허의	특허 의	NNG+JKG	5	NP_MOD
5	중복을	중복 을	NNG+JKO	7	NP_OBJ
6	일부	일부	NNG	7	NP_OBJ
7	인정했다는	인정 하 였 다는	NNG+XSV+EP+ETM	8	VP_MOD
8	점은	점 은	NNG+JX	13	NP_SBJ
9	앞으로	앞 으로	NNG+JKB	13	NP_AJT
10	소송에서	소송 에서	NNG+JKB	13	NP_AJT
11	삼성에	삼성 에	NNP+JKB	13	NP_AJT
12	유리하게	유리 하 게	NNG+XSA+EC	13	VP_AJT
13	작용할	작용 하 ㄹ	NNG+XSV+ETM	14	VP_MOD
14	수도	수 도	NNB+JX	15	NP_SBJ
15	있다.	있 다 .	VA+EF+SF	0	VP

## klue-dp-v1_train_00039_wikitree	참담함과 답답함과 자책감을 극복하지 못할 것이라는 무기력함도 느껴지지만 다행히 아직도 진행중인 수사와 재판이 많습니다.
1	참담함과	참담 하 ㅁ 과	NNG+XSA+ETN+JC	3	VP_CNJ
2	답답함과	답답하 ㅁ 과	VA+ETN+JC	3	VP_CNJ
3	자책감을	자책감 을	NNG+JKO	4	NP_OBJ
4	극복하지	극복 하 지	NNG+XSV+EC	5	VP
5	못할	못 하 ㄹ	MAG+XSV+ETM	6	VP_MOD
6	것이라는	것 이 라는	NNB+VCP+ETM	7	VNP_MOD
7	무기력함도	무 기력 하 ㅁ 도	XPN+NNG+XSA+ETN+JX	8	VP_SBJ
8	느껴지지만	느끼 어 지 지만	VV+EC+VX+EC	14	VP
9	다행히	다행히	MAG	14	AP
10	아직도	아직 도	MAG+JX	11	AP
11	진행중인	진행 중 이 ㄴ	NNG+NNB+VCP+ETM	13	VNP_MOD
12	수사와	수사 와	NNG+JC	13	NP_CNJ
13	재판이	재판 이	NNG+JKS	14	NP_SBJ
14	많습니다.	많 습니다 .	VA+EF+SF	0	VP

## klue-dp-v1_train_00040_wikitree	시신은 부패한 상태였고 김 씨는 지난 3일께 사망한 것으로 경찰은 추정하고 있다.
1	시신은	시신 은	NNG+JX	3	NP_SBJ
2	부패한	부패 하 ㄴ	NNG+XSV+ETM	3	VP_MOD
3	상태였고	상태 이 었 고	NNG+VCP+EP+EC	11	VNP
4	김	김	NNP	5	NP
5	씨는	씨 는	NNB+JX	8	NP_SBJ
6	지난	지나 ㄴ	VV+ETM	7	VP_MOD
7	3일께	3 일 께	SN+NNB+XSN	8	NP_AJT
8	사망한	사망 하 ㄴ	NNG+XSV+ETM	9	VP_MOD
9	것으로	것 으로	NNB+JKB	11	NP_AJT
10	경찰은	경찰 은	NNG+JX	11	NP_SBJ
11	추정하고	추정 하 고	NNG+XSV+EC	12	VP
12	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00041_wikitree	아일랜드 법인은 1990년대 후반 생산시설이 폐쇄돼 콜센터 등을 거느리는 서류상의 지주 회사로만 운영됐다.
1	아일랜드	아일랜드	NNP	2	NP
2	법인은	법인 은	NNG+JX	6	NP_SBJ
3	1990년대	1990 년대	SN+NNB	4	NP
4	후반	후반	NNG	6	NP_AJT
5	생산시설이	생산 시설 이	NNG+NNG+JKS	6	NP_SBJ
6	폐쇄돼	폐쇄 되 어	NNG+XSV+EC	13	VP
7	콜센터	콜센터	NNG	8	NP
8	등을	등 을	NNB+JKO	9	NP_OBJ
9	거느리는	거느리 는	VV+ETM	12	VP_MOD
10	서류상의	서류 상 의	NNG+XSN+JKG	12	NP_MOD
11	지주	지주	NNG	12	NP
12	회사로만	회사 로 만	NNG+JKB+JX	13	NP_AJT
13	운영됐다.	운영 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00042_wikitree	하루 평균 철도는 324량, 고속버스 1천749회, 항공기 14편, 여객선 174회를 증편한다.
1	하루	하루	NNG	2	NP
2	평균	평균	NNG	3	NP
3	철도는	철도 는	NNG+JX	4	NP_SBJ
4	324량,	324 량 ,	SN+NNB+SP	10	NP_CNJ
5	고속버스	고속 버스	NNG+NNG	6	NP
6	1천749회,	1 천 749 회 ,	SN+NR+SN+NNB+SP	10	NP_CNJ
7	항공기	항공기	NNG	8	NP
8	14편,	14 편 ,	SN+NNB+SP	10	NP_CNJ
9	여객선	여객선	NNG	10	NP
10	174회를	174 회 를	SN+NNB+JKO	11	NP_OBJ
11	증편한다.	증편 하 ㄴ다 .	NNG+XSV+EF+SF	0	VP

## klue-dp-v1_train_00043_wikitree	A양은 자신이 머물던 부산역의 한 찜질방 부근을 배회하다가 이를 본 B씨의 신고로 지난 4일 경찰에 붙잡혔다.
1	A양은	A 양 은	SL+NNG+JX	8	NP_SBJ
2	자신이	자신 이	NNG+JKS	3	NP_SBJ
3	머물던	머물 던	VV+ETM	4	VP_MOD
4	부산역의	부산역 의	NNP+JKG	6	NP_MOD
5	한	한	MMN	6	DP
6	찜질방	찜질 방	NNG+NNG	7	NP
7	부근을	부근 을	NNG+JKO	8	NP_OBJ
8	배회하다가	배회 하 다가	NNG+XSV+EC	16	VP
9	이를	이 를	NP+JKO	10	NP_OBJ
10	본	보 ㄴ	VV+ETM	11	VP_MOD
11	B씨의	B 씨 의	SL+NNB+JKG	12	NP_MOD
12	신고로	신고 로	NNG+JKB	16	NP_AJT
13	지난	지나 ㄴ	VV+ETM	14	VP_MOD
14	4일	4 일	SN+NNB	16	NP_AJT
15	경찰에	경찰 에	NNG+JKB	16	NP_AJT
16	붙잡혔다.	붙잡히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00044_wikitree	앞서 반기문 유엔 사무총장도 최근 열린 유엔 안전보장이사회(안보리) 긴급회의에서 이스라엘과 팔레스타인의 즉각 정전을 촉구했다.
1	앞서	앞서	MAG	14	AP
2	반기문	반기문	NNP	4	NP
3	유엔	유엔	NNP	4	NP
4	사무총장도	사무총장 도	NNG+JX	14	NP_SBJ
5	최근	최근	NNG	6	NP_AJT
6	열린	열리 ㄴ	VV+ETM	9	VP_MOD
7	유엔	유엔	NNP	8	NP
8	안전보장이사회(안보리)	안전보장이사회 ( 안보리 )	NNP+SS+NNP+SS	9	NP
9	긴급회의에서	긴급 회의 에서	NNG+NNG+JKB	14	NP_AJT
10	이스라엘과	이스라엘 과	NNP+JC	11	NP_CNJ
11	팔레스타인의	팔레스타인 의	NNP+JKG	13	NP_MOD
12	즉각	즉각	MAG	13	AP_MOD
13	정전을	정전 을	NNG+JKO	14	NP_OBJ
14	촉구했다.	촉구 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00045_wikitree	미국 경제 전문지 월스트리트저널은 24일 스플래시 데이터라는 보안 관련 애플리케이션 제조업체가 2014년 한 해 동안 북미와 서유럽 지역 주요 인터넷 사이트 등에서 설정된 330만 개 이상의 비밀번호를 분석한 결과를 보도했다.
1	미국	미국	NNP	3	NP
2	경제	경제	NNG	3	NP
3	전문지	전문지	NNG	4	NP
4	월스트리트저널은	월스트리트저널 은	NNP+JX	30	NP_SBJ
5	24일	24 일	SN+NNB	30	NP_AJT
6	스플래시	스플래시	NNG	7	NP
7	데이터라는	데이터 이 라는	NNG+VCP+ETM	11	VNP_MOD
8	보안	보안	NNG	9	NP
9	관련	관련	NNG	10	NP
10	애플리케이션	애플리케이션	NNG	11	NP
11	제조업체가	제조 업체 가	NNG+NNG+JKS	28	NP_SBJ
12	2014년	2014 년	SN+NNB	14	NP
13	한	한	MMN	14	DP
14	해	해	NNG	15	NP
15	동안	동안	NNG	23	NP_AJT
16	북미와	북미 와	NNP+JC	17	NP_CNJ
17	서유럽	서유럽	NNP	18	NP
18	지역	지역	NNG	21	NP
19	주요	주요	NNG	21	NP
20	인터넷	인터넷	NNG	21	NP
21	사이트	사이트	NNG	22	NP
22	등에서	등 에서	NNB+JKB	23	NP_AJT
23	설정된	설정 되 ㄴ	NNG+XSV+ETM	27	VP_MOD
24	330만	330 만	SN+NR	25	NP
25	개	개	NNB	26	NP
26	이상의	이상 의	NNG+JKG	27	NP_MOD
27	비밀번호를	비밀 번호 를	NNG+NNG+JKO	28	NP_OBJ
28	분석한	분석 하 ㄴ	NNG+XSV+ETM	29	VP_MOD
29	결과를	결과 를	NNG+JKO	30	NP_OBJ
30	보도했다.	보도 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00046_wikitree	서청원 새누리당 후보가 7선 고지에 오르며 원내 재입성에 성공했습니다.
1	서청원	서청원	NNP	3	NP
2	새누리당	새누리당	NNP	3	NP
3	후보가	후보 가	NNG+JKS	6	NP_SBJ
4	7선	7 선	SN+NNG	5	NP
5	고지에	고지 에	NNG+JKB	6	NP_AJT
6	오르며	오르 며	VV+EC	9	VP
7	원내	원내	NNG	8	NP
8	재입성에	재 입성 에	XPN+NNG+JKB	9	NP_AJT
9	성공했습니다.	성공 하 였 습니다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00047_wikitree	또 다른 사진에는 결혼식장 앞에서 환한 미소를 지으며 손을 꼭 붙잡고 있는 김새롬 씨, 남편인 요리 연구가 이찬오 씨 모습이 담겼다.
1	또	또	MAG	2	AP
2	다른	다른	MMD	3	DP
3	사진에는	사진 에 는	NNG+JKB+JX	21	NP_AJT
4	결혼식장	결혼식장	NNG	5	NP
5	앞에서	앞 에서	NNG+JKB	8	NP_AJT
6	환한	환하 ㄴ	VA+ETM	7	VP_MOD
7	미소를	미소 를	NNG+JKO	8	NP_OBJ
8	지으며	짓 으며	VV+EC	11	VP
9	손을	손 을	NNG+JKO	11	NP_OBJ
10	꼭	꼭	MAG	11	AP
11	붙잡고	붙잡 고	VV+EC	12	VP
12	있는	있 는	VX+ETM	14	VP_MOD
13	김새롬	김새롬	NNP	14	NP
14	씨,	씨 ,	NNB+SP	19	NP_CNJ
15	남편인	남편 이 ㄴ	NNG+VCP+ETM	19	VNP_MOD
16	요리	요리	NNG	17	NP
17	연구가	연구가	NNG	19	NP
18	이찬오	이찬오	NNP	19	NP
19	씨	씨	NNB	20	NP
20	모습이	모습 이	NNG+JKS	21	NP_SBJ
21	담겼다.	담기 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00048_wikitree	충북 청주에서 발생한 '크림빵 뺑소니' 사고와 관련, 유력한 용의자 검거가 임박한 것으로 보인다.
1	충북	충북	NNP	2	NP
2	청주에서	청주 에서	NNP+JKB	3	NP_AJT
3	발생한	발생 하 ㄴ	NNG+XSV+ETM	6	VP_MOD
4	'크림빵	' 크림 빵	SS+NNG+NNG	5	NP
5	뺑소니'	뺑소니 '	NNG+SS	6	NP
6	사고와	사고 와	NNG+JKB	7	NP_AJT
7	관련,	관련 ,	NNG+SP	13	NP_AJT
8	유력한	유력 하 ㄴ	NNG+XSA+ETM	9	VP_MOD
9	용의자	용의자	NNG	10	NP
10	검거가	검거 가	NNG+JKS	11	NP_SBJ
11	임박한	임박하 ㄴ	VA+ETM	12	VP_MOD
12	것으로	것 으로	NNB+JKB	13	NP_AJT
13	보인다.	보이 ㄴ다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00049_wikitree	배우 고아라 씨가 18일 케이블TV tvN '응답하라 1994' 첫 방송을 앞두고 트위터에 올린 셀카 사진입니다.
1	배우	배우	NNG	3	NP
2	고아라	고아라	NNP	3	NP
3	씨가	씨 가	NNB+JKS	11	NP_SBJ
4	18일	18 일	SN+NNB	11	NP_AJT
5	케이블TV	케이블 TV	NNG+SL	6	NP
6	tvN	tvN	SL	8	NP
7	'응답하라	' 응답하라	SS+NNP	8	NP
8	1994'	1994 '	SN+SS	10	NP
9	첫	첫	MMN	10	DP
10	방송을	방송 을	NNG+JKO	11	NP_OBJ
11	앞두고	앞두 고	VV+EC	13	VP
12	트위터에	트위터 에	NNP+JKB	13	NP_AJT
13	올린	올리 ㄴ	VV+ETM	15	VP_MOD
14	셀카	셀카	NNG	15	NP
15	사진입니다.	사진 이 ㅂ니다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00050_wikitree	17일 오후 12시 현재 소방당국은 헬기 탑승자 전원이 사망했다고 밝혔다.
1	17일	17 일	SN+NNB	2	NP
2	오후	오후	NNG	3	NP
3	12시	12 시	SN+NNB	4	NP
4	현재	현재	MAG	10	AP
5	소방당국은	소방 당국 은	NNG+NNG+JX	10	NP_SBJ
6	헬기	헬기	NNG	7	NP
7	탑승자	탑승자	NNG	8	NP
8	전원이	전원 이	NNG+JKS	9	NP_SBJ
9	사망했다고	사망 하 였 다고	NNG+XSV+EP+EC	10	VP_AJT
10	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00051_wikitree	서울고법 형사3부(부장판사 강영수)는 특정범죄가중처벌 등에 관한 법률 위반 혐의로 기소된 박 의원에 대해 9일 무죄를 선고한 원심을 깨고 일부 알선수재 혐의를 유죄로 인정하면서 징역 1년에 집행유예 2년, 추징금 3000만원을 선고했다.
1	서울고법	서울고법	NNP	2	NP
2	형사3부(부장판사	형사 3 부 ( 부장 판사	NNG+SN+NNG+SS+NNG+NNG	3	NP
3	강영수)는	강영수 ) 는	NNP+SS+JX	18	NP_SBJ
4	특정범죄가중처벌	특정 범죄 가중 처벌	NNG+NNG+NNG+NNG	5	NP
5	등에	등 에	NNB+JKB	6	NP_AJT
6	관한	관하 ㄴ	VV+ETM	7	VP_MOD
7	법률	법률	NNG	8	NP
8	위반	위반	NNG	9	NP
9	혐의로	혐의 로	NNG+JKB	10	NP_AJT
10	기소된	기소 되 ㄴ	NNG+XSV+ETM	12	VP_MOD
11	박	박	NNP	12	NP
12	의원에	의원 에	NNG+JKB	13	NP_AJT
13	대해	대하 여	VV+EC	16	VP
14	9일	9 일	SN+NNB	16	NP_AJT
15	무죄를	무죄 를	NNG+JKO	16	NP_OBJ
16	선고한	선고 하 ㄴ	NNG+XSV+ETM	17	VP_MOD
17	원심을	원심 을	NNG+JKO	18	NP_OBJ
18	깨고	깨 고	VV+EC	23	VP
19	일부	일부	NNG	21	NP
20	알선수재	알선 수재	NNG+NNG	21	NP
21	혐의를	혐의 를	NNG+JKO	23	NP_OBJ
22	유죄로	유죄 로	NNG+JKB	23	NP_AJT
23	인정하면서	인정 하 면서	NNG+XSV+EC	30	VP
24	징역	징역	NNG	25	NP
25	1년에	1 년 에	SN+NNB+JKB	30	NP_AJT
26	집행유예	집행 유예	NNG+NNG	27	NP
27	2년,	2 년 ,	SN+NNB+SP	29	NP_CNJ
28	추징금	추징금	NNG	29	NP
29	3000만원을	3000 만 원 을	SN+NR+NNB+JKO	30	NP_OBJ
30	선고했다.	선고 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00052_wikitree	공개되는 강의에는 '독일사회와 문화', '중남미문학의 이해', '미생물의세계·바이러스' 등이 포함됐으며, 별 강연과 저자와 대화 등의 행사도 마련돼있다.
1	공개되는	공개 되 는	NNG+XSV+ETM	2	VP_MOD
2	강의에는	강의 에 는	NNG+JKB+JX	9	NP_AJT
